,cnt,MLE
report,19,-13.8702346630867
model,5,-15.607200257252906
breeding,6,-15.384807835916458
shame,16,-14.104699916723723
Now,60,-12.261425420411175
loud,8,-15.02223775653175
cannot,209,-10.477917240307939
stay,81,-11.834610753355978
Before,9,-14.8702346630867
maid,19,-13.8702346630867
lit,2,-16.607200257252906
fire,26,-13.437275255810594
sun,10,-14.732731139336765
gained,20,-13.799845335195302
power,82,-11.817123326627136
gloomy,3,-16.19216275797406
January,10,-14.732731139336765
window,47,-12.607200257252906
seats,5,-15.607200257252906
light,18,-13.944235244530477
command,34,-13.062879741029095
fast,18,-13.944235244530477
flow,7,-15.192162757974062
tears,26,-13.437275255810594
permit,2,-16.607200257252906
considerable,31,-13.192162757974062
portion,7,-15.192162757974062
apparent,17,-14.02223775653175
indifference,35,-13.02223775653175
calmness,21,-13.732731139336765
opinion,133,-11.12607356751629
bad,73,-11.982709392345113
acknowledged,24,-13.548306568199337
fitting,3,-16.19216275797406
social,5,-15.607200257252906
dictate,5,-15.607200257252906
matters,22,-13.66860080191705
discourse,17,-14.02223775653175
ere,3,-16.19216275797406
become,36,-12.982709392345113
unworthy,11,-14.607200257252906
transplanted,2,-16.607200257252906
need,65,-12.147768638615608
ask,77,-11.906760539111813
One,53,-12.437275255810594
wonders,6,-15.384807835916458
resist,12,-14.49172303983297
Then,43,-12.732731139336765
attempts,11,-14.607200257252906
Henry,22,-13.66860080191705
John,202,-10.526826840788885
Bella,2,-16.607200257252906
sheet,2,-16.607200257252906
rest,102,-11.505662230790843
serve,6,-15.384807835916458
beauty,42,-12.765898003271964
sincerity,13,-14.384807835916458
dealings,3,-16.19216275797406
Ay,12,-14.49172303983297
Heir,2,-16.607200257252906
presumptive,2,-16.607200257252906
Esq,5,-15.607200257252906
grandson,2,-16.607200257252906
unwell,11,-14.607200257252906
headache,5,-15.607200257252906
degree,77,-11.906760539111813
aunt,53,-12.437275255810594
declare,32,-13.147768638615608
ball,30,-13.237966447587187
attended,26,-13.437275255810594
charity,8,-15.02223775653175
unbecoming,2,-16.607200257252906
languor,3,-16.19216275797406
health,62,-12.214882834474146
let,92,-11.653003946866031
hands,49,-12.548306568199337
folly,26,-13.437275255810594
equalled,4,-15.8702346630867
view,55,-12.384807835916458
resentment,16,-14.104699916723723
impression,19,-13.8702346630867
crossed,7,-15.192162757974062
low,41,-12.799845335195302
hedge,7,-15.192162757974062
footstep,2,-16.607200257252906
ended,20,-13.799845335195302
narrow,8,-15.02223775653175
path,8,-15.02223775653175
garden,26,-13.437275255810594
lane,11,-14.607200257252906
cause,33,-13.104699916723723
gave,120,-11.273299520699467
disgust,4,-15.8702346630867
propose,6,-15.384807835916458
Happy,7,-15.192162757974062
furnished,6,-15.384807835916458
spot,16,-14.104699916723723
engaged,70,-12.04241563846938
benefit,13,-14.384807835916458
expected,76,-11.92537621727916
myself,187,-10.637573906296424
In,154,-10.916038352699823
seemed,269,-10.11534716092323
tempt,8,-15.02223775653175
avarice,2,-16.607200257252906
vanity,28,-13.33418176284649
earnestly,25,-13.49172303983297
warmly,32,-13.147768638615608
insisted,4,-15.8702346630867
sharing,5,-15.607200257252906
fate,15,-14.192162757974062
whatever,44,-12.700309661644388
disinterested,6,-15.384807835916458
inducement,5,-15.607200257252906
proposed,18,-13.944235244530477
pressed,19,-13.8702346630867
Great,13,-14.384807835916458
House,14,-14.285272162365544
instead,34,-13.062879741029095
afraid,79,-11.8702346630867
Charles,140,-11.052611405575268
child,73,-11.982709392345113
somehow,8,-15.02223775653175
meet,59,-12.285272162365544
attends,2,-16.607200257252906
safe,34,-13.062879741029095
accused,2,-16.607200257252906
delightful,52,-12.464242303410863
voice,92,-11.653003946866031
properly,22,-13.66860080191705
denied,6,-15.384807835916458
asserted,4,-15.8702346630867
heir,10,-14.732731139336765
rights,13,-14.384807835916458
generously,2,-16.607200257252906
supported,14,-14.285272162365544
disappointed,36,-12.982709392345113
hate,10,-14.732731139336765
women,42,-12.765898003271964
board,13,-14.384807835916458
ship,5,-15.607200257252906
convey,11,-14.607200257252906
anywhere,20,-13.799845335195302
help,61,-12.237966447587187
Well,124,-11.226378473311975
leave,121,-11.261425420411175
wretched,23,-13.607200257252906
discovery,12,-14.49172303983297
short,139,-11.062879741029095
pause,31,-13.192162757974062
week,77,-11.906760539111813
dream,9,-14.8702346630867
gone,139,-11.062879741029095
particular,79,-11.8702346630867
begin,38,-12.906760539111813
dreaming,2,-16.607200257252906
Their,48,-12.577452913858854
entrance,24,-13.548306568199337
Patty,9,-14.8702346630867
sea,29,-13.285272162365544
doing,75,-11.944235244530477
rarely,2,-16.607200257252906
use,76,-11.92537621727916
expression,23,-13.607200257252906
admissible,2,-16.607200257252906
truer,2,-16.607200257252906
mend,2,-16.607200257252906
brilliant,9,-14.8702346630867
cheerfulness,23,-13.607200257252906
looks,51,-12.49172303983297
spirits,139,-11.062879741029095
proved,34,-13.062879741029095
repeatedly,10,-14.732731139336765
declared,34,-13.062879741029095
happiest,15,-14.192162757974062
evening,157,-10.88838200979696
better,261,-10.158739756436612
novelty,6,-15.384807835916458
treat,8,-15.02223775653175
wise,12,-14.49172303983297
neither,81,-11.834610753355978
husband,89,-11.700309661644388
nor,150,-10.953758018648983
considered,59,-12.285272162365544
dare,82,-11.817123326627136
experience,9,-14.8702346630867
returned,94,-11.622307149643113
exclaim,5,-15.607200257252906
shaken,6,-15.384807835916458
hearing,63,-12.192162757974062
London,71,-12.02223775653175
merely,45,-12.66860080191705
hair,28,-13.33418176284649
cut,22,-13.66860080191705
Could,22,-13.66860080191705
wonder,82,-11.817123326627136
CHAPTER,90,-11.684368117775366
Why,39,-12.8702346630867
whole,154,-10.916038352699823
rushed,3,-16.19216275797406
drawing,61,-12.237966447587187
room,248,-10.23216082590598
entered,59,-12.285272162365544
ceremony,14,-14.285272162365544
unanswered,2,-16.607200257252906
object,90,-11.684368117775366
believed,80,-11.852312755089438
fine,77,-11.906760539111813
pretence,9,-14.8702346630867
considering,26,-13.437275255810594
retract,4,-15.8702346630867
mildness,4,-15.8702346630867
weather,56,-12.35927274380932
happier,17,-14.02223775653175
expectation,36,-12.982709392345113
frost,5,-15.607200257252906
joy,39,-12.8702346630867
exquisite,16,-14.104699916723723
delight,42,-12.765898003271964
imagined,32,-13.147768638615608
son,81,-11.834610753355978
continually,11,-14.607200257252906
sigh,33,-13.104699916723723
swell,4,-15.8702346630867
centre,6,-15.384807835916458
So,79,-11.8702346630867
meeting,68,-12.083638301195892
Hall,20,-13.799845335195302
seeing,102,-11.505662230790843
thoughts,57,-12.33418176284649
full,86,-11.749219262125333
candles,4,-15.8702346630867
assist,26,-13.437275255810594
observations,9,-14.8702346630867
yes,49,-12.548306568199337
certainly,146,-10.992490413137697
anxious,67,-12.104699916723723
hint,26,-13.437275255810594
question,78,-11.88838200979696
perceived,19,-13.8702346630867
gallantry,14,-14.285272162365544
oppose,7,-15.192162757974062
lose,24,-13.548306568199337
pleasure,165,-10.817123326627136
dancing,38,-12.906760539111813
compliment,39,-12.8702346630867
forgave,3,-16.19216275797406
later,13,-14.384807835916458
Frederick,17,-14.02223775653175
asked,68,-12.083638301195892
passage,17,-14.02223775653175
daughters,36,-12.982709392345113
affair,29,-13.285272162365544
carrying,14,-14.285272162365544
secresy,2,-16.607200257252906
Campbells,20,-13.799845335195302
Dixons,4,-15.8702346630867
delicacy,28,-13.33418176284649
discretion,13,-14.384807835916458
lain,2,-16.607200257252906
asleep,4,-15.8702346630867
greatest,53,-12.437275255810594
regretted,9,-14.8702346630867
honoured,11,-14.607200257252906
image,2,-16.607200257252906
speaking,67,-12.104699916723723
composure,25,-13.49172303983297
because,105,-11.464242303410863
steadiness,7,-15.192162757974062
intelligence,25,-13.49172303983297
spoke,85,-11.765898003271964
convincing,6,-15.384807835916458
unpardonable,7,-15.192162757974062
Cleveland,21,-13.732731139336765
takes,16,-14.104699916723723
notion,14,-14.285272162365544
runs,2,-16.607200257252906
receive,26,-13.437275255810594
usual,79,-11.8702346630867
quick,37,-12.944235244530477
push,2,-16.607200257252906
die,5,-15.607200257252906
try,30,-13.237966447587187
Come,21,-13.732731139336765
ma,41,-12.799845335195302
Cole,50,-12.519737416002567
deep,22,-13.66860080191705
misery,43,-12.732731139336765
instantly,48,-12.577452913858854
shewing,13,-14.384807835916458
furniture,18,-13.944235244530477
kindness,81,-11.834610753355978
Italian,6,-15.384807835916458
scholar,2,-16.607200257252906
weeks,47,-12.607200257252906
exemption,2,-16.607200257252906
willing,19,-13.8702346630867
gaining,6,-15.384807835916458
strength,26,-13.437275255810594
backgammon,2,-16.607200257252906
table,58,-12.309519708612221
placed,28,-13.33418176284649
visitor,15,-14.192162757974062
unnecessary,18,-13.944235244530477
style,48,-12.577452913858854
decisive,5,-15.607200257252906
Suckling,9,-14.8702346630867
Bragge,6,-15.384807835916458
felicity,17,-14.02223775653175
splendour,2,-16.607200257252906
fell,25,-13.49172303983297
cousin,37,-12.944235244530477
Maple,20,-13.799845335195302
Grove,20,-13.799845335195302
Michaelmas,8,-15.02223775653175
assure,88,-11.716429327007663
materially,11,-14.607200257252906
surprised,33,-13.104699916723723
confused,8,-15.02223775653175
quiet,52,-12.464242303410863
silence,56,-12.35927274380932
surprized,26,-13.437275255810594
inferred,4,-15.8702346630867
answered,47,-12.607200257252906
frightful,6,-15.384807835916458
thorough,11,-14.607200257252906
gaiety,7,-15.192162757974062
fancy,67,-12.104699916723723
justice,41,-12.799845335195302
wait,41,-12.799845335195302
secret,44,-12.700309661644388
circle,19,-13.8702346630867
reading,27,-13.384807835916458
huswife,2,-16.607200257252906
kind,157,-10.88838200979696
says,34,-13.062879741029095
apologise,2,-16.607200257252906
paper,19,-13.8702346630867
jealous,12,-14.49172303983297
belonged,10,-14.732731139336765
Colonel,181,-10.684368117775366
Campbell,41,-12.799845335195302
visiting,11,-14.607200257252906
grandmother,7,-15.192162757974062
There,181,-10.684368117775366
talent,7,-15.192162757974062
comes,31,-13.192162757974062
months,72,-12.002338199094044
THAT,40,-12.834610753355978
happens,5,-15.607200257252906
sincerely,13,-14.384807835916458
interested,21,-13.732731139336765
young,294,-9.987591613724858
somewhere,8,-15.02223775653175
Winthrop,9,-14.8702346630867
displeasure,7,-15.192162757974062
proposing,3,-16.19216275797406
failed,16,-14.104699916723723
parties,34,-13.062879741029095
unite,4,-15.8702346630867
objection,21,-13.732731139336765
less,161,-10.852312755089438
draw,20,-13.799845335195302
performances,3,-16.19216275797406
deficient,12,-14.49172303983297
natural,82,-11.817123326627136
taste,74,-11.96334406747818
opportunities,6,-15.384807835916458
improving,6,-15.384807835916458
yourself,84,-11.78277182183636
mistaken,42,-12.765898003271964
standing,33,-13.104699916723723
behind,41,-12.799845335195302
earnest,32,-13.147768638615608
contemplation,4,-15.8702346630867
print,4,-15.8702346630867
unseen,5,-15.607200257252906
touch,18,-13.944235244530477
address,23,-13.607200257252906
catch,19,-13.8702346630867
As,94,-11.622307149643113
servant,35,-13.02223775653175
expense,15,-14.192162757974062
trifle,8,-15.02223775653175
Mamma,6,-15.384807835916458
horse,17,-14.02223775653175
HIM,7,-15.192162757974062
get,102,-11.505662230790843
park,29,-13.285272162365544
stable,4,-15.8702346630867
merest,3,-16.19216275797406
shed,3,-16.19216275797406
sufficient,24,-13.548306568199337
Charlotte,20,-13.799845335195302
loves,13,-14.384807835916458
piquet,2,-16.607200257252906
bed,32,-13.147768638615608
destroy,5,-15.607200257252906
comfort,127,-11.192162757974062
tea,36,-12.982709392345113
Camden,22,-13.66860080191705
knowing,54,-12.410803044449402
modest,6,-15.384807835916458
accomplishments,5,-15.607200257252906
highly,38,-12.906760539111813
accomplished,12,-14.49172303983297
modesty,4,-15.8702346630867
sons,6,-15.384807835916458
crime,2,-16.607200257252906
annihilation,2,-16.607200257252906
few,200,-10.541111066795134
robbed,5,-15.607200257252906
similar,11,-14.607200257252906
fortnight,33,-13.104699916723723
oh,11,-14.607200257252906
Gilbert,5,-15.607200257252906
wishes,55,-12.384807835916458
dance,31,-13.192162757974062
heart,179,-10.700309661644388
conscience,21,-13.732731139336765
whom,137,-11.083638301195892
ease,39,-12.8702346630867
guilty,7,-15.192162757974062
cruelty,9,-14.8702346630867
treachery,3,-16.19216275797406
character,96,-11.592249915786935
explanation,24,-13.548306568199337
handsomest,6,-15.384807835916458
Neither,10,-14.732731139336765
wine,8,-15.02223775653175
gladly,9,-14.8702346630867
move,27,-13.384807835916458
comfortable,70,-12.04241563846938
prudent,10,-14.732731139336765
attempting,10,-14.732731139336765
removal,23,-13.607200257252906
Delaford,26,-13.437275255810594
fortunately,4,-15.8702346630867
Margaret,30,-13.237966447587187
age,35,-13.02223775653175
suitable,10,-14.732731139336765
ineligible,2,-16.607200257252906
supposed,63,-12.192162757974062
lover,12,-14.49172303983297
modes,4,-15.8702346630867
choose,6,-15.384807835916458
household,4,-15.8702346630867
nobody,63,-12.192162757974062
aspired,2,-16.607200257252906
humouredly,2,-16.607200257252906
Forgive,2,-16.607200257252906
saucy,5,-15.607200257252906
usually,9,-14.8702346630867
grave,22,-13.66860080191705
expressing,9,-14.8702346630867
satisfaction,67,-12.104699916723723
finding,40,-12.834610753355978
somewhat,10,-14.732731139336765
sat,65,-12.147768638615608
word,132,-11.136880322472873
weight,10,-14.732731139336765
unless,12,-14.49172303983297
exclaimed,27,-13.384807835916458
painful,35,-13.02223775653175
ability,2,-16.607200257252906
repetition,8,-15.02223775653175
tempers,3,-16.19216275797406
recommend,24,-13.548306568199337
explained,17,-14.02223775653175
satisfactory,8,-15.02223775653175
doubt,131,-11.147768638615608
satisfy,16,-14.104699916723723
YOU,20,-13.799845335195302
ME,5,-15.607200257252906
trust,24,-13.548306568199337
beat,5,-15.607200257252906
approaching,8,-15.02223775653175
sent,56,-12.35927274380932
dressing,8,-15.02223775653175
answer,95,-11.607200257252906
Much,9,-14.8702346630867
Were,8,-15.02223775653175
struck,37,-12.944235244530477
Was,24,-13.548306568199337
Avignon,2,-16.607200257252906
hears,6,-15.384807835916458
picture,36,-12.982709392345113
gives,18,-13.944235244530477
complete,29,-13.285272162365544
grown,17,-14.02223775653175
forced,41,-12.799845335195302
appear,58,-12.309519708612221
gratify,5,-15.607200257252906
precious,12,-14.49172303983297
fit,29,-13.285272162365544
bear,73,-11.982709392345113
footman,2,-16.607200257252906
parcels,3,-16.19216275797406
Shall,6,-15.384807835916458
mention,33,-13.104699916723723
whenever,32,-13.147768638615608
chose,16,-14.104699916723723
welcome,37,-12.944235244530477
allowable,6,-15.384807835916458
rooms,31,-13.192162757974062
attempt,40,-12.834610753355978
ice,2,-16.607200257252906
card,24,-13.548306568199337
charade,17,-14.02223775653175
thank,24,-13.548306568199337
sight,55,-12.384807835916458
gain,13,-14.384807835916458
real,86,-11.749219262125333
affectionate,31,-13.192162757974062
worst,17,-14.02223775653175
number,20,-13.799845335195302
plain,28,-13.33418176284649
arrival,50,-12.519737416002567
resolved,50,-12.519737416002567
paused,11,-14.607200257252906
growing,25,-13.49172303983297
cooler,4,-15.8702346630867
dryness,2,-16.607200257252906
hundred,37,-12.944235244530477
miles,32,-13.147768638615608
prefer,8,-15.02223775653175
Cromer,3,-16.19216275797406
